RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,ID,site.code,array.code,combo,counter,first_or_last
2015-6034,2019-04-12T21:37:28Z,C5D5,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.7,78,1840696,A15a,A15,C5D5A15a,1,TRUE
2017-6037,2019-04-13T03:35:04Z,C5D5,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.7,78,1852687,A15b,A15,C5D5A15b,1,TRUE
2015-6034,2019-04-13T08:47:07Z,C5D5,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.7,78,1863134,A15a,A15,C5D5A15a,1,TRUE
2017-6033,2019-04-13T16:12:20Z,C5D5,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.7,78,1881321,A15b,A15,C5D5A15b,1,TRUE
2015-6034,2019-04-14T00:15:34Z,C5D5,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.7,78,1897339,A15a,A15,C5D5A15a,1,TRUE
2017-6037,2019-04-14T05:05:33Z,C5D5,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.7,78,1905302,A15b,A15,C5D5A15b,1,TRUE
2015-6034,2019-04-14T06:58:41Z,C5D5,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.7,78,1908797,A15a,A15,C5D5A15a,1,TRUE
2017-6037,2019-04-14T12:31:36Z,C5D5,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.7,78,1918414,A15b,A15,C5D5A15b,1,TRUE
2017-6029,2019-04-26T12:32:28Z,C5D5,SJ_JP_3_J,93.74,93.74,2019UP,NA,38.05,-121.68,4.7,78,2467494,A16a,A16,C5D5A16a,1,TRUE
2018-6012,2019-04-26T12:45:21Z,C5D5,SJ_JP_5_J,93.04,93.04,2019UP,NA,38.05,-121.69,4.7,78,2467905,A16b,A16,C5D5A16b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5D6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.87,77,NA,REL,REL,C5D6REL,1,FALSE
156014,2019-02-28T18:18:04Z,C5D6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.87,77,1854,A1,A1,C5D6A1,1,TRUE
2017-6013,2019-03-07T08:11:20Z,C5D6,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.87,77,73046,A3,A3,C5D6A3,1,TRUE
20187021,2019-04-01T01:10:30Z,C5D6,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.87,77,1186004,A4,A4,C5D6A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5DA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.74,79,NA,REL,REL,C5DAREL,1,FALSE
156014,2019-02-28T18:46:28Z,C5DA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.74,79,7326,A1,A1,C5DAA1,1,TRUE
2017-6013,2019-03-01T02:04:50Z,C5DA,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.74,79,17545,A3,A3,C5DAA3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C62A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.7,84,NA,REL,REL,C62AREL,1,FALSE
156014,2019-03-01T06:27:08Z,C62A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.7,84,23026,A1,A1,C62AA1,1,TRUE
2017-6013,2019-03-01T14:19:37Z,C62A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.7,84,31028,A3,A3,C62AA3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C652,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.9,85,NA,REL,REL,C652REL,1,FALSE
156014,2019-02-28T18:11:33Z,C652,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.9,85,113,A1,A1,C652A1,1,TRUE
2017-6013,2019-03-03T07:09:54Z,C652,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.9,85,49770,A3,A3,C652A3,1,TRUE
20187021,2019-03-26T09:10:37Z,C652,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.9,85,872771,A4,A4,C652A4,1,TRUE
2017-6005,2019-03-26T15:29:15Z,C652,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.9,85,893708,A5,A5,C652A5,1,TRUE
2017-6030,2019-03-27T08:29:36Z,C652,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.9,85,934461,A6,A6,C652A6,1,TRUE
2015-6001,2019-03-27T18:38:55Z,C652,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.9,85,966114,A8,A8,C652A8,1,TRUE
2017-6016,2019-03-27T21:38:48Z,C652,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5.9,85,973282,A9,A9,C652A9,1,TRUE
2017-6024,2019-03-28T00:23:40Z,C652,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.9,85,977977,A10,A10,C652A10,1,TRUE
sm18-7023,2019-03-28T01:23:22Z,C652,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.9,85,979609,A11,A11,C652A11,1,TRUE
2017-6038,2019-03-28T01:46:37Z,C652,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.9,85,980349,B1a,B1,C652B1a,1,TRUE
2015-6006,2019-03-28T01:47:12Z,C652,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.9,85,980369,B1b,B1,C652B1b,1,TRUE
2017-6038,2019-03-28T01:47:28Z,C652,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.9,85,980377,B1a,B1,C652B1a,1,FALSE
2015-6006,2019-03-28T01:47:32Z,C652,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.9,85,980380,B1b,B1,C652B1b,1,TRUE
2017-6038,2019-03-28T01:47:48Z,C652,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.9,85,980391,B1a,B1,C652B1a,1,FALSE
156037,2019-03-28T11:34:44Z,C652,CVPU_J,144.53,144.53,2019UP,NA,37.81,-121.55,5.9,85,1007855,D1a,D1,C652D1a,1,TRUE
2015-6041,2019-03-29T05:31:43Z,C652,CC_RGU1_J,142.72,142.72,2019UP,NA,37.82,-121.55,5.9,85,1051576,E1a,E1,C652E1a,1,TRUE
2015-6035,2019-03-29T05:33:16Z,C652,CC_RGD_2_J,142.72,142.72,2019UP,NA,37.82,-121.55,5.9,85,1051669,E1b,E1,C652E1b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C656,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,82,NA,REL,REL,C656REL,1,FALSE
156014,2019-02-28T21:02:59Z,C656,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.8,82,11071,A1,A1,C656A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C65A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,79,NA,REL,REL,C65AREL,1,FALSE
156014,2019-02-28T18:11:08Z,C65A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,79,88,A1,A1,C65AA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C66A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,78,NA,REL,REL,C66AREL,1,FALSE
156014,2019-02-28T18:14:49Z,C66A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.8,78,722,A1,A1,C66AA1,1,TRUE
2017-6013,2019-03-02T06:48:41Z,C66A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.8,78,37779,A3,A3,C66AA3,1,TRUE
2017-6015,2019-03-29T08:36:22Z,C66A,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.8,78,1063100,A4,A4,C66AA4,1,TRUE
2017-6005,2019-03-29T19:43:24Z,C66A,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.8,78,1088392,A5,A5,C66AA5,1,TRUE
156008,2019-03-30T06:40:08Z,C66A,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.8,78,1106701,A6,A6,C66AA6,1,TRUE
2015-6013,2019-03-30T22:06:17Z,C66A,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.8,78,1132842,A9,A9,C66AA9,1,TRUE
am18-6006,2019-03-31T02:15:22Z,C66A,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.8,78,1139424,A11,A11,C66AA11,1,TRUE
2017-6007,2019-03-31T02:38:26Z,C66A,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.8,78,1140126,A12,A12,C66AA12,1,TRUE
2017-6028,2019-03-31T05:53:57Z,C66A,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.8,78,1146314,A13,A13,C66AA13,1,TRUE
2017-6039,2019-03-31T08:51:35Z,C66A,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.8,78,1152311,A14,A14,C66AA14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C694,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.52,76,NA,REL,REL,C694REL,1,FALSE
156014,2019-03-01T03:23:36Z,C694,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.52,76,19447,A1,A1,C694A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C696,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.24,82,NA,REL,REL,C696REL,1,FALSE
156014,2019-02-28T18:16:36Z,C696,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.24,82,1358,A1,A1,C696A1,1,TRUE
2017-6013,2019-03-07T16:18:47Z,C696,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.24,82,75847,A3,A3,C696A3,1,TRUE
20187021,2019-03-13T02:30:31Z,C696,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.24,82,133299,A4,A4,C696A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C69A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.2,81,NA,REL,REL,C69AREL,1,FALSE
156014,2019-02-28T18:21:57Z,C69A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.2,81,3708,A1,A1,C69AA1,1,TRUE
2017-6015,2019-04-02T21:37:03Z,C69A,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.2,81,1312483,A4,A4,C69AA4,1,TRUE
2017-6005,2019-04-03T03:05:05Z,C69A,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.2,81,1322238,A5,A5,C69AA5,1,TRUE
156008,2019-04-03T12:17:49Z,C69A,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.2,81,1347086,A6,A6,C69AA6,1,TRUE
2017-6036,2019-04-03T20:49:49Z,C69A,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,5.2,81,1368761,A8,A8,C69AA8,1,TRUE
2017-6016,2019-04-03T23:37:20Z,C69A,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5.2,81,1374863,A9,A9,C69AA9,1,TRUE
2017-6009,2019-04-04T01:58:48Z,C69A,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.2,81,1380180,A10,A10,C69AA10,1,TRUE
sm18-7023,2019-04-04T02:56:35Z,C69A,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.2,81,1382678,A11,A11,C69AA11,1,TRUE
2015-6006,2019-04-04T03:19:08Z,C69A,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.2,81,1383559,B1b,B1,C69AB1b,1,TRUE
2017-6025,2019-04-04T22:45:39Z,C69A,OR_hwy4_3_J,134.39,134.39,2019UP,NA,37.89,-121.56,5.2,81,1432742,B2,B2,C69AB2,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6A4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6,87,NA,REL,REL,C6A4REL,1,FALSE
156014,2019-02-28T20:04:12Z,C6A4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6,87,9880,A1,A1,C6A4A1,1,TRUE
2017-6013,2019-03-05T08:45:48Z,C6A4,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,6,87,65755,A3,A3,C6A4A3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6A5,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.5,77,NA,REL,REL,C6A5REL,1,FALSE
156014,2019-03-31T09:57:57Z,C6A5,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.5,77,1154354,A1,A1,C6A5A1,1,TRUE
2017-6032,2019-03-31T13:39:10Z,C6A5,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.5,77,1163482,A2,A2,C6A5A2,1,TRUE
2017-6013,2019-03-31T15:40:13Z,C6A5,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.5,77,1168197,A3,A3,C6A5A3,1,TRUE
20187021,2019-04-01T06:09:14Z,C6A5,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.5,77,1198566,A4,A4,C6A5A4,1,TRUE
2017-6005,2019-04-01T12:47:41Z,C6A5,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.5,77,1225447,A5,A5,C6A5A5,1,TRUE
2017-6020,2019-04-02T20:50:46Z,C6A5,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,4.5,77,1311005,A7,A7,C6A5A7,1,TRUE
2015-6001,2019-04-02T21:29:18Z,C6A5,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.5,77,1312154,A8,A8,C6A5A8,1,TRUE
2015-6013,2019-04-03T00:22:06Z,C6A5,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.5,77,1317511,A9,A9,C6A5A9,1,TRUE
am18-6006,2019-04-03T03:55:13Z,C6A5,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.5,77,1324816,A11,A11,C6A5A11,1,TRUE
2017-6007,2019-04-03T04:15:50Z,C6A5,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.5,77,1325856,A12,A12,C6A5A12,1,TRUE
2017-6002,2019-04-03T07:33:13Z,C6A5,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.5,77,1334198,A13,A13,C6A5A13,1,TRUE
2017-6039,2019-04-03T10:04:02Z,C6A5,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.5,77,1341438,A14,A14,C6A5A14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6A8,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.36,76,NA,REL,REL,C6A8REL,1,FALSE
156014,2019-03-01T07:16:33Z,C6A8,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.36,76,24138,A1,A1,C6A8A1,1,TRUE
2017-6013,2019-03-19T06:13:21Z,C6A8,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.36,76,468716,A3,A3,C6A8A3,1,TRUE
20187021,2019-03-19T08:02:00Z,C6A8,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.36,76,475011,A4,A4,C6A8A4,1,TRUE
2017-6005,2019-03-20T16:32:16Z,C6A8,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.36,76,563452,A5,A5,C6A8A5,1,TRUE
156008,2019-04-10T09:13:04Z,C6A8,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.36,76,1734984,A6,A6,C6A8A6,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6A9,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.3,82,NA,REL,REL,C6A9REL,1,FALSE
156014,2019-02-28T18:59:43Z,C6A9,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.3,82,8033,A1,A1,C6A9A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6AB,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.6,79,NA,REL,REL,C6ABREL,1,FALSE
156014,2019-03-02T13:40:56Z,C6AB,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.6,79,43679,A1,A1,C6ABA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6AD,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.3,75,NA,REL,REL,C6ADREL,1,FALSE
156014,2019-02-28T18:15:16Z,C6AD,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.3,75,883,A1,A1,C6ADA1,1,TRUE
2017-6013,2019-03-01T01:47:16Z,C6AD,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.3,75,17082,A3,A3,C6ADA3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6B4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.7,82,NA,REL,REL,C6B4REL,1,FALSE
156014,2019-02-28T18:19:12Z,C6B4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.7,82,2349,A1,A1,C6B4A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6B6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.45,82,NA,REL,REL,C6B6REL,1,FALSE
156014,2019-03-01T01:16:09Z,C6B6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.45,82,16190,A1,A1,C6B6A1,1,TRUE
2017-6013,2019-03-04T21:15:10Z,C6B6,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.45,82,64336,A3,A3,C6B6A3,1,TRUE
2017-6015,2019-03-05T03:19:08Z,C6B6,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.45,82,64640,A4,A4,C6B6A4,1,TRUE
2017-6005,2019-03-25T20:23:40Z,C6B6,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.45,82,846324,A5,A5,C6B6A5,1,TRUE
2017-6030,2019-03-27T00:24:52Z,C6B6,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.45,82,914224,A6,A6,C6B6A6,1,TRUE
2017-6020,2019-03-27T12:30:09Z,C6B6,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,5.45,82,948086,A7,A7,C6B6A7,1,TRUE
2017-6036,2019-03-27T13:35:37Z,C6B6,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,5.45,82,950913,A8,A8,C6B6A8,1,TRUE
2015-6013,2019-03-27T16:30:13Z,C6B6,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.45,82,959944,A9,A9,C6B6A9,1,TRUE
2017-6024,2019-03-27T19:13:49Z,C6B6,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.45,82,967893,A10,A10,C6B6A10,1,TRUE
am18-6006,2019-03-27T20:18:47Z,C6B6,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,5.45,82,970116,A11,A11,C6B6A11,1,TRUE
2017-6028,2019-03-27T23:57:41Z,C6B6,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.45,82,977313,A13,A13,C6B6A13,1,TRUE
2017-6004,2019-03-28T02:37:50Z,C6B6,SJ_SJG_2_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.45,82,981888,A14,A14,C6B6A14,1,TRUE
2015-6034,2019-03-30T15:08:56Z,C6B6,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.45,82,1123022,A15a,A15,C6B6A15a,1,TRUE
2017-6033,2019-03-30T15:28:52Z,C6B6,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.45,82,1123450,A15b,A15,C6B6A15b,1,TRUE
2017-6055,2019-04-01T20:19:24Z,C6B6,SJ_JP_2_J,93.74,93.74,2019UP,NA,38.05,-121.68,5.45,82,1249377,A16a,A16,C6B6A16a,1,TRUE
2018-6012,2019-04-01T20:47:26Z,C6B6,SJ_JP_5_J,93.04,93.04,2019UP,NA,38.05,-121.69,5.45,82,1250542,A16b,A16,C6B6A16b,1,TRUE
2017-6029,2019-04-02T00:46:51Z,C6B6,SJ_JP_3_J,93.74,93.74,2019UP,NA,38.05,-121.68,5.45,82,1260941,A16a,A16,C6B6A16a,1,TRUE
2018-6012,2019-04-02T09:36:16Z,C6B6,SJ_JP_5_J,93.04,93.04,2019UP,NA,38.05,-121.69,5.45,82,1284817,A16b,A16,C6B6A16b,1,TRUE
2017-6029,2019-04-02T12:20:56Z,C6B6,SJ_JP_3_J,93.74,93.74,2019UP,NA,38.05,-121.68,5.45,82,1292424,A16a,A16,C6B6A16a,1,TRUE
2017-6056,2019-04-02T16:53:12Z,C6B6,SJ_JP_7_J,93.04,93.04,2019UP,NA,38.05,-121.69,5.45,82,1302815,A16b,A16,C6B6A16b,1,TRUE
2017-6029,2019-04-03T13:10:23Z,C6B6,SJ_JP_3_J,93.74,93.74,2019UP,NA,38.05,-121.68,5.45,82,1348965,A16a,A16,C6B6A16a,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6BA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,82,NA,REL,REL,C6BAREL,1,FALSE
156014,2019-03-02T15:33:18Z,C6BA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,82,45515,A1,A1,C6BAA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6D2,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,78,NA,REL,REL,C6D2REL,1,FALSE
156014,2019-02-28T18:14:21Z,C6D2,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.8,78,581,A1,A1,C6D2A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6D6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.82,77,NA,REL,REL,C6D6REL,1,FALSE
156014,2019-02-28T18:13:41Z,C6D6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.82,77,393,A1,A1,C6D6A1,1,TRUE
2017-6013,2019-03-01T09:34:25Z,C6D6,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.82,77,26380,A3,A3,C6D6A3,1,TRUE
2017-6015,2019-03-02T08:18:01Z,C6D6,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.82,77,39102,A4,A4,C6D6A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6DA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.5,77,NA,REL,REL,C6DAREL,1,FALSE
156014,2019-02-28T18:17:23Z,C6DA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.5,77,1626,A1,A1,C6DAA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C6EA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.79,88,NA,REL,REL,C6EAREL,1,FALSE
156014,2019-03-01T06:17:05Z,C6EA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.79,88,22695,A1,A1,C6EAA1,1,TRUE
2017-6013,2019-03-02T07:08:10Z,C6EA,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,6.79,88,38114,A3,A3,C6EAA3,1,TRUE
20187021,2019-03-07T15:21:24Z,C6EA,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,6.79,88,75092,A4,A4,C6EAA4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C72A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.6,77,NA,REL,REL,C72AREL,1,FALSE
156014,2019-02-28T18:16:03Z,C72A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.6,77,1162,A1,A1,C72AA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C74A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.64,77,NA,REL,REL,C74AREL,1,FALSE
156014,2019-02-28T18:19:03Z,C74A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.64,77,2271,A1,A1,C74AA1,1,TRUE
2017-6013,2019-03-08T22:17:57Z,C74A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.64,77,84378,A3,A3,C74AA3,1,TRUE
20187021,2019-03-09T06:26:55Z,C74A,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.64,77,88539,A4,A4,C74AA4,1,TRUE
2017-6005,2019-04-09T06:55:00Z,C74A,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.64,77,1686236,A5,A5,C74AA5,1,TRUE
156008,2019-04-09T19:03:45Z,C74A,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.64,77,1709335,A6,A6,C74AA6,1,TRUE
2017-6020,2019-04-10T05:30:55Z,C74A,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,4.64,77,1726739,A7,A7,C74AA7,1,TRUE
2017-6036,2019-04-10T06:29:18Z,C74A,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.64,77,1729022,A8,A8,C74AA8,1,TRUE
2015-6013,2019-04-10T09:43:16Z,C74A,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.64,77,1735621,A9,A9,C74AA9,1,TRUE
2017-6009,2019-04-10T20:30:38Z,C74A,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.64,77,1751618,A10,A10,C74AA10,1,TRUE
am18-6006,2019-04-10T21:47:43Z,C74A,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.64,77,1753966,A11,A11,C74AA11,1,TRUE
