RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,Surgeon,ID,site.code,array.code,combo,counter,first_or_last
am18-6006,2019-04-01T21:49:41Z,BA69,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.4,76,CH,1253110,A11,A11,BA69A11,1,TRUE
sm18-7020,2019-04-01T21:55:38Z,BA69,HOR_SM4,159.42,159.42,2019UP,NA,37.8,-121.32,4.4,76,CH,1253466,A11,A11,BA69A11,27,FALSE
2017-6038,2019-04-01T22:13:12Z,BA69,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.4,76,CH,1254167,B1a,B1,BA69B1a,1,TRUE
2017-6038,2019-04-01T22:13:47Z,BA69,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.4,76,CH,1254191,B1a,B1,BA69B1a,6,FALSE
2015-6006,2019-04-01T22:13:57Z,BA69,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.4,76,CH,1254199,B1b,B1,BA69B1b,1,TRUE
2015-6006,2019-04-01T22:14:27Z,BA69,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.4,76,CH,1254221,B1b,B1,BA69B1b,4,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA6B,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.1,83,NA,NA,REL,REL,BA6BREL,1,FALSE
156014,2019-03-01T06:27:54Z,BA6B,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.1,83,GS,23053,A1,A1,BA6BA1,1,TRUE
156014,2019-03-01T07:24:27Z,BA6B,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.1,83,GS,24381,A1,A1,BA6BA1,17,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA6C,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.59,78,NA,NA,REL,REL,BA6CREL,1,FALSE
156014,2019-02-28T18:18:26Z,BA6C,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.59,78,CH,2004,A1,A1,BA6CA1,1,TRUE
2017-6031,2019-02-28T18:25:23Z,BA6C,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.59,78,CH,4912,A1,A1,BA6CA1,57,FALSE
2017-6013,2019-03-17T06:32:16Z,BA6C,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.59,78,CH,321540,A3,A3,BA6CA3,1,TRUE
2018-6013,2019-03-17T06:40:07Z,BA6C,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.59,78,CH,321998,A3,A3,BA6CA3,31,FALSE
20187021,2019-03-17T07:42:25Z,BA6C,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.59,78,CH,325800,A4,A4,BA6CA4,1,TRUE
2015-6011,2019-03-17T17:57:41Z,BA6C,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.59,78,CH,366351,A4,A4,BA6CA4,234,FALSE
2017-6005,2019-04-01T21:31:12Z,BA6C,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.59,78,CH,1252258,A5,A5,BA6CA5,1,TRUE
18031,2019-04-01T21:37:06Z,BA6C,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.59,78,CH,1252520,A5,A5,BA6CA5,36,FALSE
2017-6030,2019-04-02T07:51:32Z,BA6C,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.59,78,CH,1279258,A6,A6,BA6CA6,1,TRUE
2017-6030,2019-04-02T07:52:47Z,BA6C,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.59,78,CH,1279319,A6,A6,BA6CA6,10,FALSE
2015-6013,2019-04-03T00:36:38Z,BA6C,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.59,78,CH,1317939,A9,A9,BA6CA9,1,TRUE
2017-6016,2019-04-03T00:38:52Z,BA6C,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.59,78,CH,1318004,A9,A9,BA6CA9,13,FALSE
am18-6003,2019-04-03T03:49:31Z,BA6C,HOR_AM3,159.42,159.42,2019UP,NA,37.8,-121.32,4.59,78,CH,1324441,A11,A11,BA6CA11,1,TRUE
sm18-7020,2019-04-03T03:53:03Z,BA6C,HOR_SM4,159.42,159.42,2019UP,NA,37.8,-121.32,4.59,78,CH,1324696,A11,A11,BA6CA11,15,FALSE
2015-6006,2019-04-03T04:10:17Z,BA6C,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.59,78,CH,1325590,B1b,B1,BA6CB1b,1,TRUE
2015-6006,2019-04-03T04:11:27Z,BA6C,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.59,78,CH,1325638,B1b,B1,BA6CB1b,5,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA6E,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,79,NA,NA,REL,REL,BA6EREL,1,FALSE
156014,2019-03-01T06:22:08Z,BA6E,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.8,79,GS,22835,A1,A1,BA6EA1,1,TRUE
2017-6031,2019-03-01T06:29:42Z,BA6E,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.8,79,GS,23112,A1,A1,BA6EA1,87,FALSE
2017-6013,2019-03-01T18:04:54Z,BA6E,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.8,79,GS,34676,A3,A3,BA6EA3,1,TRUE
2018-6013,2019-03-02T02:46:00Z,BA6E,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.8,79,GS,37164,A3,A3,BA6EA3,287,FALSE
2017-6015,2019-03-02T07:10:30Z,BA6E,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.8,79,GS,38170,A4,A4,BA6EA4,1,TRUE
2015-6011,2019-03-02T07:16:24Z,BA6E,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.8,79,GS,38331,A4,A4,BA6EA4,28,FALSE
2017-6005,2019-03-20T11:43:29Z,BA6E,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.8,79,GS,553964,A5,A5,BA6EA5,1,TRUE
18031,2019-03-20T12:17:04Z,BA6E,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.8,79,GS,555418,A5,A5,BA6EA5,196,FALSE
2017-6030,2019-04-02T18:21:25Z,BA6E,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.8,79,GS,1306188,A6,A6,BA6EA6,1,TRUE
2017-6030,2019-04-02T18:30:23Z,BA6E,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.8,79,GS,1306711,A6,A6,BA6EA6,55,FALSE
2015-6001,2019-04-03T03:11:34Z,BA6E,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.8,79,GS,1322582,A8,A8,BA6EA8,1,TRUE
2015-6001,2019-04-03T03:13:35Z,BA6E,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.8,79,GS,1322710,A8,A8,BA6EA8,29,FALSE
2017-6016,2019-04-03T05:49:51Z,BA6E,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.8,79,GS,1330223,A9,A9,BA6EA9,1,TRUE
2017-6016,2019-04-03T05:51:02Z,BA6E,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.8,79,GS,1330290,A9,A9,BA6EA9,8,FALSE
2017-6024,2019-04-03T08:20:59Z,BA6E,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.8,79,GS,1336468,A10,A10,BA6EA10,1,TRUE
2017-6024,2019-04-03T08:21:19Z,BA6E,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.8,79,GS,1336505,A10,A10,BA6EA10,4,FALSE
sm18-7023,2019-04-03T09:19:18Z,BA6E,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.8,79,GS,1339283,A11,A11,BA6EA11,1,TRUE
am18-6002,2019-04-03T09:20:46Z,BA6E,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.8,79,GS,1339356,A11,A11,BA6EA11,12,FALSE
2015-6006,2019-04-03T09:43:29Z,BA6E,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.8,79,GS,1340592,B1b,B1,BA6EB1b,1,TRUE
2015-6006,2019-04-03T09:44:00Z,BA6E,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.8,79,GS,1340614,B1b,B1,BA6EB1b,5,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA72,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.77,85,NA,NA,REL,REL,BA72REL,1,FALSE
156014,2019-02-28T18:18:03Z,BA72,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.77,85,CH,1851,A1,A1,BA72A1,1,TRUE
156014,2019-02-28T18:21:36Z,BA72,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.77,85,CH,3537,A1,A1,BA72A1,22,FALSE
2018-6013,2019-03-01T14:30:14Z,BA72,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.77,85,CH,31216,A3,A3,BA72A3,1,TRUE
2017-6013,2019-03-01T15:19:30Z,BA72,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.77,85,CH,32483,A3,A3,BA72A3,22,FALSE
20187021,2019-03-09T07:31:25Z,BA72,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.77,85,CH,89124,A4,A4,BA72A4,1,TRUE
2015-6011,2019-03-09T08:46:09Z,BA72,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5.77,85,CH,89938,A4,A4,BA72A4,326,FALSE
2017-6005,2019-03-26T14:05:58Z,BA72,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.77,85,CH,889298,A5,A5,BA72A5,1,TRUE
18031,2019-03-26T14:20:51Z,BA72,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,5.77,85,CH,890100,A5,A5,BA72A5,116,FALSE
2017-6030,2019-03-27T04:04:44Z,BA72,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.77,85,CH,921743,A6,A6,BA72A6,1,TRUE
2017-6030,2019-03-27T04:08:41Z,BA72,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.77,85,CH,921942,A6,A6,BA72A6,34,FALSE
2015-6001,2019-03-27T14:15:20Z,BA72,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.77,85,CH,953132,A8,A8,BA72A8,1,TRUE
2017-6036,2019-03-27T14:16:58Z,BA72,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,5.77,85,CH,953236,A8,A8,BA72A8,14,FALSE
2017-6016,2019-03-27T16:52:42Z,BA72,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5.77,85,CH,961040,A9,A9,BA72A9,1,TRUE
2017-6016,2019-03-27T16:52:57Z,BA72,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5.77,85,CH,961065,A9,A9,BA72A9,4,FALSE
2017-6024,2019-03-27T19:27:22Z,BA72,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.77,85,CH,968149,A10,A10,BA72A10,1,TRUE
2017-6024,2019-03-27T19:28:43Z,BA72,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.77,85,CH,968180,A10,A10,BA72A10,10,FALSE
am18-6006,2019-03-27T20:35:40Z,BA72,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,5.77,85,CH,971014,A11,A11,BA72A11,1,TRUE
am18-6004,2019-03-27T20:45:56Z,BA72,HOR_AM9,159.42,159.42,2019UP,NA,37.8,-121.32,5.77,85,CH,971569,A11,A11,BA72A11,105,FALSE
2017-6028,2019-03-28T00:48:37Z,BA72,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.77,85,CH,978537,A13,A13,BA72A13,1,TRUE
2017-6002,2019-03-28T00:54:11Z,BA72,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.77,85,CH,978721,A13,A13,BA72A13,41,FALSE
2017-6039,2019-03-28T03:36:04Z,BA72,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.77,85,CH,983552,A14,A14,BA72A14,1,TRUE
2017-6035,2019-03-28T03:44:52Z,BA72,SJ_SJG_4_J,140.23,140.23,2019UP,NA,37.93,-121.33,5.77,85,CH,983870,A14,A14,BA72A14,59,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA74,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,79,NA,NA,REL,REL,BA74REL,1,FALSE
156014,2019-02-28T18:19:18Z,BA74,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,79,GS,2407,A1,A1,BA74A1,1,TRUE
2017-6031,2019-02-28T18:21:40Z,BA74,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.1,79,GS,3566,A1,A1,BA74A1,11,FALSE
2017-6013,2019-03-19T00:01:27Z,BA74,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.1,79,GS,456511,A3,A3,BA74A3,1,TRUE
2018-6013,2019-03-19T00:09:20Z,BA74,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.1,79,GS,456753,A3,A3,BA74A3,38,FALSE
20187021,2019-03-19T03:09:38Z,BA74,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.1,79,GS,462420,A4,A4,BA74A4,1,TRUE
2015-6011,2019-03-29T08:38:22Z,BA74,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5.1,79,GS,1063216,A4,A4,BA74A4,224,FALSE
2017-6005,2019-03-30T03:01:44Z,BA74,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.1,79,GS,1098287,A5,A5,BA74A5,1,TRUE
18031,2019-03-30T03:09:02Z,BA74,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,5.1,79,GS,1098506,A5,A5,BA74A5,50,FALSE
156008,2019-03-31T04:30:58Z,BA74,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.1,79,GS,1143685,A6,A6,BA74A6,1,TRUE
156008,2019-03-31T04:34:30Z,BA74,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.1,79,GS,1143816,A6,A6,BA74A6,37,FALSE
2015-6001,2019-04-01T05:10:27Z,BA74,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.1,79,GS,1196247,A8,A8,BA74A8,1,TRUE
2015-6001,2019-04-01T05:12:43Z,BA74,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.1,79,GS,1196356,A8,A8,BA74A8,12,FALSE
2015-6013,2019-04-01T07:56:25Z,BA74,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.1,79,GS,1205206,A9,A9,BA74A9,1,TRUE
2015-6013,2019-04-01T07:57:06Z,BA74,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.1,79,GS,1205263,A9,A9,BA74A9,3,FALSE
2017-6009,2019-04-01T18:47:12Z,BA74,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.1,79,GS,1244939,A10,A10,BA74A10,1,TRUE
2017-6009,2019-04-01T18:48:07Z,BA74,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.1,79,GS,1244995,A10,A10,BA74A10,8,FALSE
am18-6006,2019-04-01T19:48:13Z,BA74,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,5.1,79,GS,1248012,A11,A11,BA74A11,1,TRUE
sm18-7017,2019-04-01T19:57:07Z,BA74,HOR_SM7,159.42,159.42,2019UP,NA,37.8,-121.32,5.1,79,GS,1248442,A11,A11,BA74A11,92,FALSE
2017-6007,2019-04-01T20:14:12Z,BA74,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.1,79,GS,1249162,A12,A12,BA74A12,1,TRUE
2017-6007,2019-04-01T20:15:33Z,BA74,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.1,79,GS,1249230,A12,A12,BA74A12,7,FALSE
2017-6028,2019-04-01T23:39:17Z,BA74,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.1,79,GS,1257677,A13,A13,BA74A13,1,TRUE
2017-6002,2019-04-01T23:41:48Z,BA74,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.1,79,GS,1257791,A13,A13,BA74A13,18,FALSE
2017-6039,2019-04-02T02:42:50Z,BA74,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.1,79,GS,1266220,A14,A14,BA74A14,1,TRUE
20156017,2019-04-02T02:55:39Z,BA74,SJ_SJG_3_J,140.23,140.23,2019UP,NA,37.93,-121.33,5.1,79,GS,1266713,A14,A14,BA74A14,87,FALSE
2015-6034,2019-04-03T08:22:56Z,BA74,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.1,79,GS,1336634,A15,A15,BA74A15,1,TRUE
2017-6037,2019-04-03T14:24:04Z,BA74,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.1,79,GS,1352110,A15,A15,BA74A15,98,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA76,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.37,78,NA,NA,REL,REL,BA76REL,1,FALSE
156014,2019-02-28T18:19:07Z,BA76,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.37,78,CH,2309,A1,A1,BA76A1,1,TRUE
2017-6031,2019-02-28T18:22:13Z,BA76,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.37,78,CH,3832,A1,A1,BA76A1,30,FALSE
2017-6013,2019-03-01T01:29:49Z,BA76,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.37,78,CH,16522,A3,A3,BA76A3,1,TRUE
2018-6013,2019-03-01T01:56:51Z,BA76,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.37,78,CH,17319,A3,A3,BA76A3,112,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA7A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.32,75,NA,NA,REL,REL,BA7AREL,1,FALSE
156014,2019-02-28T18:21:33Z,BA7A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.32,75,CH,3510,A1,A1,BA7AA1,1,TRUE
156014,2019-02-28T18:25:20Z,BA7A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.32,75,CH,4898,A1,A1,BA7AA1,27,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA84,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.93,80,NA,NA,REL,REL,BA84REL,1,FALSE
156014,2019-02-28T18:54:34Z,BA84,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.93,80,CH,7858,A1,A1,BA84A1,1,TRUE
156014,2019-02-28T19:00:40Z,BA84,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.93,80,CH,8059,A1,A1,BA84A1,20,FALSE
2017-6013,2019-03-18T07:35:30Z,BA84,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.93,80,CH,397097,A3,A3,BA84A3,1,TRUE
2018-6013,2019-03-21T07:03:25Z,BA84,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.93,80,CH,585693,A3,A3,BA84A3,88,FALSE
20187021,2019-03-21T20:28:02Z,BA84,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.93,80,CH,618479,A4,A4,BA84A4,1,TRUE
2015-6011,2019-03-21T20:51:40Z,BA84,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.93,80,CH,619012,A4,A4,BA84A4,61,FALSE
2017-6005,2019-03-23T04:49:42Z,BA84,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.93,80,CH,697193,A5,A5,BA84A5,1,TRUE
18031,2019-03-23T05:02:53Z,BA84,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.93,80,CH,698028,A5,A5,BA84A5,79,FALSE
2017-6030,2019-03-24T00:59:28Z,BA84,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.93,80,CH,743489,A6,A6,BA84A6,1,TRUE
156008,2019-03-24T01:02:33Z,BA84,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.93,80,CH,743601,A6,A6,BA84A6,27,FALSE
2015-6001,2019-03-24T14:23:15Z,BA84,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.93,80,CH,777248,A8,A8,BA84A8,1,TRUE
2017-6036,2019-03-24T14:28:13Z,BA84,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.93,80,CH,777520,A8,A8,BA84A8,45,FALSE
2017-6016,2019-03-24T18:46:14Z,BA84,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.93,80,CH,786948,A9,A9,BA84A9,1,TRUE
2017-6016,2019-03-24T18:47:14Z,BA84,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.93,80,CH,786992,A9,A9,BA84A9,4,FALSE
am18-6006,2019-03-24T23:05:26Z,BA84,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.93,80,CH,795302,A11,A11,BA84A11,1,TRUE
sm18-7028,2019-03-24T23:11:11Z,BA84,HOR_SM8,159.42,159.42,2019UP,NA,37.8,-121.32,4.93,80,CH,795502,A11,A11,BA84A11,49,FALSE
2017-6038,2019-03-24T23:35:32Z,BA84,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796236,B1a,B1,BA84B1a,1,TRUE
2017-6038,2019-03-24T23:36:02Z,BA84,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796256,B1a,B1,BA84B1a,7,FALSE
2015-6006,2019-03-24T23:36:07Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796259,B1b,B1,BA84B1b,1,TRUE
2015-6006,2019-03-24T23:36:17Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796265,B1b,B1,BA84B1b,3,FALSE
2017-6038,2019-03-24T23:36:17Z,BA84,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796266,B1a,B1,BA84B1a,1,FALSE
2015-6006,2019-03-24T23:36:22Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796270,B1b,B1,BA84B1b,1,TRUE
2015-6006,2019-03-24T23:36:32Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796276,B1b,B1,BA84B1b,3,FALSE
2017-6038,2019-03-24T23:36:32Z,BA84,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796277,B1a,B1,BA84B1a,1,FALSE
2015-6006,2019-03-24T23:36:37Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796281,B1b,B1,BA84B1b,1,TRUE
2015-6006,2019-03-24T23:36:57Z,BA84,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.93,80,CH,796292,B1b,B1,BA84B1b,4,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BA85,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.66,78,NA,NA,REL,REL,BA85REL,1,FALSE
156014,2019-02-28T18:12:43Z,BA85,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.66,78,CH,235,A1,A1,BA85A1,1,TRUE
156014,2019-02-28T18:17:21Z,BA85,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.66,78,CH,1610,A1,A1,BA85A1,19,FALSE
2017-6032,2019-03-28T18:10:23Z,BA85,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.66,78,CH,1028737,A2,A2,BA85A2,1,TRUE
2017-6032,2019-03-28T18:14:46Z,BA85,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.66,78,CH,1029052,A2,A2,BA85A2,19,FALSE
2017-6013,2019-03-28T19:42:58Z,BA85,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.66,78,CH,1033901,A3,A3,BA85A3,1,TRUE
2018-6013,2019-03-28T19:52:17Z,BA85,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.66,78,CH,1034271,A3,A3,BA85A3,53,FALSE
20187021,2019-03-28T20:36:37Z,BA85,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.66,78,CH,1035166,A4,A4,BA85A4,1,TRUE
2015-6011,2019-03-28T20:57:06Z,BA85,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.66,78,CH,1035753,A4,A4,BA85A4,56,FALSE
2017-6005,2019-03-29T08:33:08Z,BA85,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.66,78,CH,1062922,A5,A5,BA85A5,1,TRUE
18031,2019-03-29T08:40:26Z,BA85,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.66,78,CH,1063332,A5,A5,BA85A5,52,FALSE
2017-6030,2019-03-29T23:01:55Z,BA85,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.66,78,CH,1092307,A6,A6,BA85A6,1,TRUE
156008,2019-03-29T23:06:25Z,BA85,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.66,78,CH,1092395,A6,A6,BA85A6,21,FALSE
