GPS Names,SN,Filename,Rec Make,Rec Battery Start,Start Study,End Study,End Time (out of water),Temp Logger SN,Beacon ID,Beacon Burst Rate,Rec Battery End,Battery,BatteryID,Bat life days,BatVoltStart,BatVoltEnd,File Size (KB),Rec Deployment Notes,Detection Notes,Even more comments,Mooring Type,Last valid detection,Data Coverage,Coverage Problem,Recovered by,Deployed by,Rec Time clock set at,Real time (PC) stop at,Rec time stop at,difference between real time - rec time
MidR_OR_1_J,17083,,ATS,2/2/2019,2/7/2019 12:49,5/11/2019 15:35,5/30/2019 13:35,,,,,DEAD,,,3.64,,,initial deployment TT00CA @ 12:25 flashed green and yellow but not red; final retrieval- got all data but rec died 5/11/19,,"moved site slightly from 2018 location, RR",cabled to tree,,,,,"CH, WX, HB",,,,
OR_HOR_1_J,20176038,,Teknologic,2/6/2019,2/7/2019 13:50,5/17/2019 12:58,,,,,,,,,4.24,,,"initial deployment TT00CA @ 13:38; Mid-season DL- got all data TT00C9 @ 13:00, SYNCED CLOCK",,same location as 2018,cabled to tree,,,,,"CH, WX, HB",,,,
OR_HOR_1_J,20176038,,Teknologic,2/6/2019,5/17/2019 13:16,6/18/2019 12:30,7/1/2019 9:40,,,,,,,,,3,,redeployed; final retrieval DOA,,,,,,,,,,,,
OR_HOR_2_J,20156039,,Teknologic,2/6/2019,2/7/2019 14:15,5/17/2019 13:55,,,,,,,,,4.2,,,"initial deployment TT00CA @ 13:59; mid-season DL- got all data TT00C9@ 13:59, SYNCED CLOCK",,forgot to write coord in ntbk but I think it?s the same location ,cabled to tree,,,,,"CH, WX, HB",,,,
OR_HOR_2_J,20156039,,Teknologic,2/6/2019,5/17/2019 14:21,5/31/2019 18:01,7/1/2019 9:30,,,,,DEAD,,,,3,,"redeployed, final retrieval DOA",,,,,,,,,,,,
OR_HOR_3_J,20156006,,Teknologic,2/6/2019,2/7/2019 13:31,5/17/2019 13:18,,,F6A6,60,,,,,4.18,,,"initial deplpyment TT00CA @ 13:25; mid-season DL- got all data TT00C9 @ 13:23, SYNCED CLOCK",,same location as 2018,cabled to tree,,,,,"CH, WX, HB",,,,
OR_HOR_3_J,20156006,,Teknologic,2/6/2019,5/17/2019 13:41,5/19/2019 10:24,7/1/2019 9:53,,F6A6,60,,DEAD,,,,3,,redeployed; final retrieval DOA,,,,,,,,,,,,
OR_HOR_4_J,20176012,,Teknologic,2/6/2019,2/7/2019 13:18,5/17/2019 14:32,5/17/2019 14:32,,,,,ALIVE,,,4.23,3.4,,"initial deployment TT00CA @ 13:06; mid-season DL- got all data, PULLED REC bc cable began to fray while pulling it up and we didn't have cable to replace it and we didn't want to put it back out with that cable",,same location as 2018,cabled to tree,,,,"CH, WX, AA","CH, WX, HB",,,,
OR_hwy4_1_J,20156005,,Teknologic,2/6/2019,2/8/2019 11:15,3/25/2019 13:34,,,,,,,,,4.19,,,initial deployment TT00CA @ 11:09; functionality check- all goodTTooc9@ 13:36,,"same location as 2018, just to leftof tule patch. Used same cable and weights",T post,,,,,"CH, WX, HB",,,,
OR_hwy4_1_J,20156005,,Teknologic,2/6/2019,3/25/2019 13:47,5/28/2019 14:50,,,,,,,,,,,,"redeployed; Mid-season DL-got all data TT00C9@ 14:53, SYNCED Clock",,,,,,,,,,,,
OR_hwy4_1_J,20156005,,Teknologic,2/6/2019,5/28/2019 15:10,6/7/2019 6:38,7/3/2019 7:58,,,,,DEAD,,,,2.9,,redeployed; final retrieval DOA,,,,,,,,,,,,
OR_hwy4_2_J,20156036,,Teknologic,2/6/2019,2/8/2019 11:04,3/25/2019 14:59,,,,,,,,,4.17,,,initial deployment TT00CA @ 10:57; functionality check- all good TT00C9@ 15:00,,"same location as 2018, just to right of tule patch. Used same cable and weights",T post,,,,,"CH, WX, HB",,,,
OR_hwy4_2_J,20156036,,Teknologic,2/6/2019,3/25/2019 15:12,5/28/2019 14:29,,,,,,,,,,,,redeployed; Mid eason DL- got all data TT00C9@ 14:31,,,,,,,,,,,,
OR_hwy4_2_J,20156036,,Teknologic,2/6/2019,5/28/2019 14:48,5/29/2019 0:19,7/3/2019 8:30,,,,,DEAD,,,,2.9,,redeployed; final retrieval DOA,,,,,,,,,,,,
OR_hwy4_3_J,20176025,,Teknologic,2/6/2019,2/8/2019 11:52,2/15/2019 12:01,,,F6B4,60,,,,,4.18,,,initial deplpyment TT00CA @ 11:23; was pulled up by levee management and left on side of levee,,"same location as 2018, used same cable and weights",T post,,,,,"CH, WX, HB",,,,
OR_hwy4_3_J,20176025,,Teknologic,2/6/2019,2/20/2019 16:46,3/25/2019 14:03,,,F6B4,60,,,,,4.18,,,"redeployed by Mike- downloaded and TT'ed, looked ok; functionality check- all good TT00C9@ 14:05",,,,,,,,,,,,
OR_hwy4_3_J,20176025,,Teknologic,2/6/2019,3/25/2019 14:16,5/28/2019 13:05,,,F6B4,60,,,,,,,,redeployed; Mid-season DL- got all data TT00C9@13:07,,,,,,,,,,,,
OR_hwy4_3_J,20176025,,Teknologic,2/6/2019,5/28/2019 13:34,6/2/2019 11:45,7/3/2019 8:15,,F6B4,60,,DEAD,,,,,,redeployed;final retrieval DOA,,,,,,,,,,,,
OR_hwy4_4_J,20176008,,Teknologic,2/6/2019,2/8/2019 12:25,3/25/2019 14:45,,,,,,,,,4.16,,,initial deployment TT00CA @ 1158; functionality check- all good TT00C9@ 14:46,,"same location as 2018, used same cable and weights",T post,,,,,"CH, WX, HB",,,,
OR_hwy4_4_J,20176008,,Teknologic,2/6/2019,3/25/2019 14:55,5/28/2019 14:00,5/28/2019 14:00,,,,,ALIVE,,,,3.2,,redeployed; Mid-season DL got all data but PULLED REC bc of low battery. Replaced with 20176011,,,,,,,,,,,,
OR_hwy4_4_J,20176011,,Teknologic,2/6/2019,5/28/2019 14:25,7/3/2019 9:05,7/3/2019 9:05,,,,,ALIVE,,,,3.7,,deployed with replacement rec 2017-6011; final retrieval TT00CA @ 9:06,,,,,,,,,,,,
OR_MidR_1_J,20176022,,Teknologic,2/6/2019,2/7/2019 11:34,5/17/2019 15:02,5/17/2019 15:02,,F6BA,60,,,,,4.23,,,"initial deployment TT00CA@ 11:10;Mid-season DL: BAD DATA: only DL'ed unknown files, swapped out and replaced with rec 20176021 (not with beacon tag)",,"basically same location as 2018, maybe moved to another tree",cabled to tree,,,,,"CH, WX, HB",,,,
OR_MidR_1_J,20176021,,Teknologic,5/15/2019,5/17/2019 15:37,7/1/2019 9:12,7/1/2019 9:12,,,,,ALIVE,,,,3.6,,deployed 20176021 as replacement; final retrieval TT00CA @ 9:15,,,,,,,,,,,,
OR_MidR_2_J,20156009,,Teknologic,2/6/2019,2/7/2019 11:00,5/17/2019 15:41,,,,,,,,,4.16,,,initial deplpyment TT00CA @ 10:45; mid-season DL- all data good TT00C9 @ 15:42,,same location as 2018,cabled to tree,,,,,"CH, WX, HB",,,,
OR_MidR_2_J,20156009,,Teknologic,2/6/2019,5/17/2019 15:55,5/28/2019 3:15,7/1/2019 9:03,,,,,DEAD,,,,3,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_BCA_1_J,20176016,,Teknologic,2/2/2019,2/5/2019 15:27,6/18/2019 17:42,7/10/2019 11:47,,,,,DEAD,,,4.24,3,,"initial deployment TT00CA @ 15:08; 3/11/19 tried to DL rec but could not find tree with high water; 5/17/19 tried looking for rec again and cant find it- tree that it was on may have been pule dout with flooding?See photo on phone. Tried grappling fo it- no luck; 5/30/19 tried grappling for rec, no luck; 7/1/19 foundcable on fallen tree bc water was finally down and you could see the tree more exposed, could not get receiver up seems stuck under a submerged tree; final retrieval DOA- retrieved by divers",,"basically same location, maybe on different tree. In J2 HH as "" BCA 1 2019""",cabled to tree,,,,,"CH, WX, HB",,,,
SJ_BCA_2_J,20156013,,Teknologic,2/2/2019,2/5/2019 14:50,3/11/2019 11:24,,,,,,,,,4.15,,,initial deployment TT00CA @ 14:47; functionality check and DL- all good ,,moved site from 2018 location,cabled to tree,,,,,"CH, WX, HB",,,,
SJ_BCA_2_J,20156013,,Teknologic,2/2/2019,3/11/2019 11:36,5/17/2019 10:03,,,,,,,,,4.15,,,"redeployed TT00C9 @ 11:27; Mid-season DL- got all data TT00C9@10:04, SYNCED CLOCK",,,,,,,,,,,,
SJ_BCA_2_J,20156013,,Teknologic,2/2/2019,5/17/2019 10:19,5/28/2019 0:41,7/1/2019 12:03,,,,,DEAD,,,,2.9,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_Blw_Newman_1_J,20176013,,Teknologic,2/15/2019,2/24/2019 16:12,3/13/2019 14:01,,,,,,,,,4.18,,,initial deployment TT00C9 @ 16:00; functionality check and DKL- all good,,"same location as 2018, used same tree",cabled to tree,,,,,"CH, MM, HB",,,,
SJ_Blw_Newman_1_J,20176013,,Teknologic,2/15/2019,3/13/2019 14:12,5/20/2019 11:42,5/20/2019 11:42,,,,,ALIVE,,,4.18,,,redeployed; final retrieval- got all data,,,,,,,,,,,,
SJ_Blw_Newman_2_J,20186013,,Teknologic,2/15/2019,2/24/2019 16:30,3/13/2019 14:17,,,FF13,30,,,,,4.2,,,initial deployment TT00 00C9 @ 16:17; functionality check and DL- all good,,"new site, in J2 HH as ""Bel Newman2 2019""",cabled to tree,,,,,"CH, MM, HB",,,,
SJ_Blw_Newman_2_J,20186013,,Teknologic,2/15/2019,3/13/2019 14:31,5/20/2019 11:59,5/20/2019 11:59,,FF13,30,,ALIVE,,,4.2,,,redeployed; final retieval- got all data ,,,,,,,,,,,,
SJ_Blw_Release_1_J,20176031,,Teknologic,2/15/2019,2/24/2019 14:24,3/13/2019 12:30,,,,,,,,,4.2,,,initial deployment TT00C9 @ 14:07; functionality check and DL- all good,,same location as 2018,cabled to tree,,,,,"CH, MM, HB",,,,
SJ_Blw_Release_1_J,20176031,,Teknologic,2/15/2019,3/13/2019 12:50,5/20/2019 9:55,5/20/2019 9:55,,,,,ALIVE,,,4.2,,,redeployed TT00C9 @ 12:30; FINAL retrieval-got all data,,shortened steel cable,,,,,,,,,,
SJ_Blw_Release_2_J,20156014,,Teknologic,2/19/2019,2/24/2019 14:40,3/13/2019 12:53,,,F752,60,,,,,4.2,,,initial deployment TT00C9 @ 14:30; functionality check and DL- all good,,"new site, in J2 HH as ""BelRel2 2019""",cabled to tree,,,,,,,,,
SJ_Blw_Release_2_J,20156014,,Teknologic,2/19/2019,3/13/2019 13:05,5/20/2019 9:40,5/20/2019 9:40,,F752,60,,,,,4.2,,,redeployed; final retrieval- got all data ,,freemont ford boat ramp back open,,,,,,,,,,
SJ_BlwCrowsLanding_1_J,20176005,,Teknologic,2/2/2019,2/4/2019 16:12,6/13/2019 0:50,7/2/2019 13:20,,,,,DEAD,,,4.23,,3,initial deployment TT00CA @ 16:07; 5/24/19 tied to retrieve but could not find bc of the high water- come back when water goes down; final retrieval DOA,,"cabled to tree, in J2 and koffler GPs as ""Crows1 2019"". Pretty much same location as 2018",cabled to tree,,,,,"CH, WX, HB",,,,
SJ_BlwCrowsLanding_2_J,18031,,ATS,2/2/2019,2/4/2019 16:29,4/28/2019 8:16,5/24/2019 8:31,,,,,DEAD,,,3.64,,,"initial deployment TT00ca @ 16:27; final retrieval- got all data, died on 4/28",,used same cable and weights from 2018,cabled to tree,,,,,"CH, WX, HB",,,,
SJ_BlwWGrayson_1_J,20176030,,Teknologic,2/2/2019,2/5/2019 8:20,4/15/2019 9:29,,,,,,,,,4.22,,,initial deployment TT00CA @ 8:03; functionality check- all data good TT00C9@9:31,,"basically same location, maybe different tree. In J2 HH and koffler GPS as ""Grayson 1 2019""",cabled to tree,,,,,"CH, WX, HB",,,,
SJ_BlwWGrayson_1_J,20176030,,Teknologic,2/2/2019,4/15/2019 9:49,6/11/2019 9:27,7/2/2019 12:07,,,,,DEAD,,,4.22,3,,redeployed; 5/24/19 tried to retrieve but could not find bc of high water- come back when water goes down; final retrieval DOA,,,,,,,,,,,,
SJ_BlwWGrayson_2_J,20156008,,Teknologic,2/2/2019,2/5/2019 8:50,4/15/2019 8:43,,,,,,,,,4.13,,,initial deployment TT00CA @ 8:38; functionality check- all data good TT00C9@ 8:46,,"same location as 2018, used same cable and weights. In J@ HH as the 2018 site, in koffler GPS as Gray2 2019",cabled to tree,,,,,"CH, WX, HB",,,,
SJ_BlwWGrayson_2_J,20156008,,Teknologic,2/2/2019,4/15/2019 9:01,5/18/2019 22:55,5/24/2019 11:09,,,,,DEAD,,,4.13,,2.9,"redeployed; final retrieval- got all data, rec died on 5/18",,,,,,,,,,,,
SJ_Durhamferry_1_J,20156001,,Teknologic,2/2/2019,2/4/2019 13:46,3/11/2019 9:50,,,,,,,,,4.15,,,initial deployment TT00CA @ 13:30; functionality check and DL- all good,,"basically same location, moved slightly. Cabled to T-post",cabled to tree,,,,,"CH, WX, HB",,,,
SJ_Durhamferry_1_J,20156001,,Teknologic,2/2/2019,3/11/2019 10:04,5/30/2019 12:48,5/30/2019 12:48,,,,,ALIVE,,,4.15,3,,redeployed TT00C9 @ 10:52; 5/17/19- tried to pull up receiever but was super buried and we started to fray the line; final retrieval- got all data,,to note: river height has come up and this receiver no longer reads across the the other bank,cabled to tree,,,,,CH. GS,,,,
SJ_Durhamferry_2_J,20176036,,Teknologic,2/2/2019,2/5/2019 13:00,3/11/2019 9:25,,,F6A5,60,,,,,4.22,,,initial deployment TT00CA @12:49; functionality check and DL- all good,,same location as 2018,cabled to tree,,,,,"CH, WX, HB",,,,
SJ_Durhamferry_2_J,20176036,,Teknologic,2/2/2019,3/11/2019 9:44,5/30/2019 13:35,5/30/2019 13:35,,F6A5,60,,ALIVE,,,4.22,3.2,,redeployed TT 00CA@ 9:28; 5/17/19 tried to pull receiver to DL but it was super buried and we started to fray the line; FINAL RETRIEVAL- got all data except gap from 5/4-5/25 but this could have been when something was burying/ covering receiver,,to note: river height has come up and this receiver no longer reads across the the other bank,cabled to tree,,,,,"CH, GS",,,,
SJ_Durhamferry_RelRec_J,20176020,,Teknologic,2/15/2019,3/11/2019 11:00,5/17/2019 8:26,,,,,,,,,4.19,,,"initial deployment TT00C9 @ 10:48; Mid-season DL-all data good TTooC9@ 8:28,  SYNCED CLOCK",,"new site, located right next to release location ",cabled to tree,,,,,"CH, GS",,,,
SJ_Durhamferry_RelRec_J,20176020,,Teknologic,2/15/2019,5/17/2019 8:47,7/1/2019 11:43,7/1/2019 11:43,,,,,ALIVE,,,,3.1,,redeployed; final retrieval TT00CA@ 11:45,,,,,,,,,,,,
SJ_Hills_1_J,20176015,,Teknologic,2/2/2019,2/4/2019 13:04,3/13/2019 14:41,,,,,,,,,4.25,,,initial deployment TT00CA @ 12:53; functionality check- all good TT00c9@ 15:08,,same location as 2018,cabled to tree,,,,,"CH, WX, HB",,,,
SJ_Hills_1_J,20176015,,Teknologic,2/2/2019,3/13/2019 14:53,5/20/2019 11:14,5/20/2019 11:14,,,,,ALIVE,,,4.25,3.3,,redeployed; final retrieval- got all data TT00C9@ 11:16,,,cabled to tree,,,,,"CH. MM, HB",,,,
SJ_Hills_2_J,20156011,,Teknologic,2/2/2019,2/4/2019 13:40,3/13/2019 15:07,,,,,,,,,4.15,,,initial deployment TT00CA @ 13:31; functionality check and DL- all good,,"cabled to tree, just to the right of 2X4 post sticking out of the water. Near ""Archery Range"" sign. In Koffler GPS and J@ HH as ""Hills2 2019""",cabled to tree,,,,,"CH, WX, HB",,,,
SJ_Hills_2_J,20156011,,Teknologic,2/2/2019,3/13/2019 15:22,5/20/2019 11:30,5/20/2019 11:30,,,,,ALIVE,,,4.15,3.2,,redeployed; final retrieval- got all data,,,cabled to tree,,,,,"CH, HB, MM",,,,
SJ_Hills_RT_1_US,20166002,,Teknologic,2/2/2019,2/26/2019 14:34,3/6/2019 14:23,3/7/2019 11:00,,F6AC,60,,,,,4.13,,,initial deployment TT00C9 @ 13:14; re pulled due to vandelism,,"this is the 2017 site, had to move from the 2018 location because it flooded. Comm box = 2016-9017. In J2 HH as HillsRt1 2019""",cabled to tree,,,,,"CH. MM, HB",,,,
SJ_Hills_RT_1_US,20156044,,Teknologic,2/2/2019,3/7/2019 16:18,3/19/2019 18:14,4/15/2019 11:40,,F6AC,60,,,,,4.15,,,"initial deployment; ANT INFESTATION IN JOB BOX-receiver died on 3/18 but shut off on 3/19, came back to life briefly on 3/28 and died again, Pulled rec, did not deploy any receiver as replacement, so only one rec at Hills Rt station ",,site is just across from 2018 location on BOR acquisition property. ,cabled to tree,,,,,"CH, WX",,,,
SJ_Hills_RT_2_DS,20187022,,Teknologic,2/13/2018,2/26/2019 14:43,2/26/2019 14:43,3/7/2019 11:00,,FF22,30,,,,,4.18,,,"initial deployment of 2nd RT; receiver pulled due to vandelism, rec never worked during deployment ",,hydrophone = 18-30,cabled to tree,,,,,"CH, WX",,,,
SJ_Hills_RT_2_DS,20187021,,Teknologic,,3/7/2019 14:57,4/1/2019 22:14,4/15/2019 11:40,,FF21,30,,,,,4.18,,,"initial deployment; ANT INFESTATION IN JOB BOX- rec was not getting tags when we arrived but was still on, swapped out rec and replaced with 20187022",,site is just across from 2018 location on BOR acquisition property. Comm box = 2016-9018,cabled to tree,,,,,"CH, WX",,,,
SJ_Hills_RT_2_DS,20187022,,Teknologic,,4/15/2019 13:42,5/20/2019 10:38,,,FF22,30,,,,,,,,"deployed rec 20187022 a replacement; Endof season DL- got all data , did not pull because water Is high again and I want to leave in just to make sure no fish are up here",,,,,,,,,,,,
SJ_Hills_RT_2_DS,20187022,,Teknologic,,5/20/2019 11:05,7/2/2019 9:55,7/2/2019 9:55,,FF22,30,,ALIVE,,,,,,redeployed; final retrieval TT00CA@9:56,,,,,,,,,,,,
SJ_HOR_1_J,20176007,,Teknologic,2/2/2019,2/7/2019 9:58,5/17/2019 12:09,,,,,,,,,4.23,,,initial deployment TT00CA @ 9:38; Mid-seaon DL- got all data TT00C9 @ 12:10. SYNCED CLOCK,,same location as 2018,cabled to tree,,,,,,,,,
SJ_HOR_1_J,20176007,,Teknologic,2/2/2019,5/17/2019 12:29,6/11/2019 9:05,7/1/2019 10:08,,,,,DEAD,,,,3,,redeployed; final retrieval DOA- rec was out of water an pulled in on shore upon arrival,,,,,,,,,,,,
SJ_HOR_2_J,20156004,,Teknologic,2/2/2019,2/7/2019 10:10,5/17/2019 11:46,,,,,,,,,4.15,,,"initial deployment TT00CA @ 10:04; Mid-season DL- got all data TT00C9 @ 11:47, SYNCED CLOCK",,same location as 2018,cabled to tree,,,,,,,,,
SJ_HOR_2_J,20156004,,Teknologic,2/2/2019,5/17/2019 12:04,5/17/2019 22:34,7/1/2019 10:16,,,,,DEAD,,,,2.9,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_Howard_1_J,20176002,,Teknologic,2/11/2019,2/12/2019 11:55,3/26/2019 8:27,,,,,,,,,4.23,,,initial deployment TT00CA @ 11:39; functionality check- all good TT00C9@ 8:30,,same location as 2018,T post,,,,,"MT, GS",,,,
SJ_Howard_1_J,20176002,,Teknologic,2/11/2019,3/26/2019 8:42,5/31/2019 8:25,,,,,,,,,4.23,,,"redeployed; mid-season DL got all data TT00C9 @ 8:27, SYNCED CLOCK",,,,,,,,,,,,
SJ_Howard_1_J,20176002,,Teknologic,2/11/2019,5/31/2019 8:45,6/24/2019 20:39,6/26/2019 12:43,,,,,DEAD,,,,2.9,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_Howard_2_J,20176028,,Teknologic,2/11/2019,2/12/2019 11:35,3/26/2019 8:53,,,F72A,60,,,,,4.23,,,initial deployment TT00CA @ 11:21; functionality check- all good TT00C9 @ 9:01,,"same location as 2018, used same tree.;3/26/19 moved receiver to a tree on other side of river bc rec was pulled in to shore when we arrived (not all the way though, hydrophone still under water). ",cabled to tree,,,,,,,,,
SJ_Howard_2_J,20176028,,Teknologic,2/11/2019,3/26/2019 9:13,5/31/2019 8:00,,,F72A,60,,,,,4.23,,,redeployed at new site; Mid-season DL- got all data TT00C9@ 8:02 SYNCED CLOCK,,,,,,,,,,,,
SJ_Howard_2_J,20176028,,Teknologic,2/11/2019,5/31/2019 8:22,6/23/2019 18:47,6/26/2019 12:25,,F72A,60,,DEAD,,,,2.9,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_JP_1_J,20176010,,Teknologic,2/12/2019,2/15/2019 9:11,,,,,,,,,,4.22,,,initial deployment TT038C @ 9:02;,,"same location as 2018, VEMCO = 545628",vemco release,,,,,"GS, CH, WX",,,,
SJ_JP_2_J,20176055,,Teknologic,2/12/2019,2/15/2019 9:32,7/3/2019 21:07,7/10/2019 11:58,,F75A,60,,DEAD,,,4.18,3,,"initial deployment TT038C @ 9:25; tried to retrieve on 6/28, released but it never popped up. Was found by USFW on 7/10, returned to UCDavis on 8/8/19.",,"same location as 2018, Vemco = 545629",vemco release,,,,,"GS, CH, WX",,,,
SJ_JP_3_J,20176029,,Teknologic,2/12/2019,2/15/2019 9:40,6/19/2019 12:31,6/28/2019 9:39,,,,,DEAD,,,4.18,2.9,,initial deployment TT038C @ 9:36; final retrieval DOA,,"same location as 2018, vemco = 545915",vemco release,,,,,"GS, CH, WX",,,,
SJ_JP_4_J,20176054,,Teknologic,2/12/2019,2/15/2019 9:53,6/14/2019 7:08,6/28/2019 10:15,,F6D2,60,,DEAD,,,4.2,2.9,,initial deployment TT038C @ 9:45; final retieval DOA,,"same location as 2018, vemco = 545622",vemco release,,,,,"GS, CH, WX",,,,
SJ_JP_5_J,20186012,,Teknologic,2/12/2019,2/15/2019 10:04,6/2/2019 0:01,6/28/2019 12:10,,FF12,30,,DEAD,,,4.19,3,,initial deployment TT038C @ 10:01; final retrieval DOA,,"same location as 2018, vemco = 545621",vemco release,,,,,"GS, CH, WX",,,,
SJ_JP_6_J,20176052,,Teknologic,2/12/2019,2/15/2019 10:15,6/12/2019 5:46,6/28/2019 10:26,,,,,DEAD,,,4.2,2.9,,initial deployment TT038C @ 10:10; final retrieval DOA,,"same location as 2018, vemco = 545632",vemco release,,,,,"GS, CH, WX",,,,
SJ_JP_7_J,20176056,,Teknologic,2/12/2019,2/15/2019 10:29,6/12/2019 12:01,6/28/2019 10:29,,F6B5,60,,DEAD,,,4.24,2.9,,initial deployment TT038C @ 10:23; final retrieval DOA,,"same location as 2018, vemco = 545913",vemco release,,,,,"GS, CH, WX",,,,
SJ_JP_8_J,20176051,,Teknologic,2/12/2019,2/15/2019 10:40,6/2/2019 7:51,6/28/2019 13:03,,,,,DEAD,,,4.15,2.9,,initial deployment TT038C @ 10:32; final retrieval DOA,,"same location as 2018, vemco = 545916",vemco release,,,,,"GS, CH, WX",,,,
SJ_MAC_1_J,20156034,,Teknologic,2/11/2019,2/12/2019 12:17,3/26/2019 12:32,,,,,,,,,4.15,,,initial deployment TT038C @ 12:06; functionality check- all good TTooC9 @ 12:34,,"same location as 2018, used same cable and weights. Inbetween tule patches ",T post,,,,,"CH, WX",,,,
SJ_MAC_1_J,20156034,,Teknologic,2/11/2019,3/26/2019 12:44,5/31/2019 9:17,5/31/2019 13:52,,,,,,,,4.15,,,"redeployed; Mid-season DL rec DOA but when DL'ed in Lab it looks like it didn't actually die, it stopped at ~9 am that morning and then turned back on @ ~16:00 that day. Weird, swapped out and replaced with 2015-6007",,,,,,,,,,,,
SJ_MAC_1_J,20156007,,Teknologic,5/15/2019,5/31/2019 13:59,6/26/2019 10:29,6/26/2019 10:29,,,,,,,,,3.7,,deployed with rec 20156007; final retrieval TT00CA@ 10:32,,,,,,,,,,,,
SJ_MAC_2_J,20176034,,Teknologic,2/11/2019,2/12/2019 11:56,3/26/2019 13:30,,,F756,60,,,,,4.22,,,initial deployment TT038C @ 11:51; functionality check- all good TT00C9@ 13:31,,"same location as 2018, used same cable and weights. To left of Tules ",T post,,,,,"CH, WX",,,,
SJ_MAC_2_J,20176034,,Teknologic,2/11/2019,3/26/2019 13:39,5/31/2019 14:09,,,F756,60,,,,,4.22,,,redeployed; mid-season DL got all data TT00c9@ 14:11- swapped ou so there were 2 new recs at MAC- replaced with 2015-6016,,,,,,,,,,,,
SJ_MAC_2_J,20156016,,Teknologic,5/15/2019,5/31/2019 14:24,6/26/2019 10:44,6/26/2019 10:44,,F756,60,,ALIVE,,,,3.7,,deployed with rec 2015-6016; final retrieval TT00CA @ 10:45,,,,,,,,,,,,
SJ_MAC_3_J,20176037,,Teknologic,2/11/2019,2/12/2019 12:55,3/29/2019 13:06,,,,,,,,,4.15,,,initial deplpyment TT038C @ 12:48; functionality check- all good TT00C9@13:07,,"same location as 2018, used same cable and weights. ",T post,,,,,,,,,
SJ_MAC_3_J,20176037,,Teknologic,2/11/2019,3/26/2019 13:13,5/31/2019 12:58,,,,,,,,,4.15,,,redeployed; mid-season DL -got all data TT00C9@ 12:59 SYNCED CLOCK,,,,,,,,,,,,
SJ_MAC_3_J,20176037,,Teknologic,2/11/2019,5/31/2019 13:16,6/14/2019 9:12,6/26/2019 9:55,,,,,DEAD,,,2.9,,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_MAC_4_J,20156033,,Teknologic,1/27/2019,2/12/2019 12:39,3/26/2019 12:50,,,,,,,,,4.2,,,initial deplpyment TT038C @ 12:29; functionality check all good- TT00C9@ 12:52,,"same location as 2018, used same cable and weights",T post,,,,,,,,,
SJ_MAC_4_J,20156033,,Teknologic,1/27/2019,3/26/2019 13:01,5/31/2019 13:23,,,,,,,,,4.2,,,redeployed; Mid season DL- got all data TT00C9@ 13:23 YNCED CLOCK,,,,,,,,,,,,
SJ_MAC_4_J,20156033,,Teknologic,1/27/2019,5/31/2019 13:42,6/22/2019 9:24,6/26/2019 10:12,,,,,DEAD,,,,2.9,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_Moss_1_J,20176024,,Teknologic,2/2/2019,2/7/2019 9:17,3/11/2019 12:02,,,,,,,,,4.16,,,"initial deployment TT00CA @ 9:02; functionality check and DL- all good, covered by a nunch of stick and logs",,"same location as 2018, but also in NR and J2 HH GPS as "" Moss 1 2019""",cabled to tree,,,,,"CH, WX, HB",,,,
SJ_Moss_1_J,20176024,,Teknologic,2/2/2019,3/11/2019 12:24,5/17/2019 11:15,,,,,,,,,4.16,,,"redeployed; Mid-seaon DL- got all data TT00C9 @11:18, SYNCED CLOCK",,,,,,,,,,,,
SJ_Moss_1_J,20176024,,Teknologic,2/2/2019,5/17/2019 11:35,6/5/2019 5:20,7/1/2019 10:33,,,,,DEAD,,,,3,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_Moss_2_J,20176009,,Teknologic,2/2/2019,2/7/2019 8:54,3/11/2019 12:29,,,F6B2,60,,,,,4.23,,,initial deployment TT00CA @ 8:40; functionality check and DL- all good,,same location as 2018,cabled to tree,,,,,"CH, WX, HB",,,,
SJ_Moss_2_J,20176009,,Teknologic,2/2/2019,3/11/2019 12:45,5/17/2019 10:49,,,F6B2,60,,,,,4.23,,,redeployed TT0039 @ 12:35; Mid-season DL- got all data TT 00C9@ 10:51,,,,,,,,,,,,
SJ_Moss_2_J,20176009,,Teknologic,2/2/2019,5/17/2019 11:12,6/11/2019 12:55,7/1/2019 10:48,,F6B2,60,,DEAD,,,4.23,2.9,,redeployed; final retrieval DOA,,,,,,,,,,,,
SJ_Mud_SL_Conf_J,20176019,,Teknologic,2/12/2019,2/24/2019 15:39,2/24/2019 13:00,3/13/2019 13:30,,,,,,,,,,,"initial deployment TT00C9 @ 15:18; receiver did not DL good files, Was flashing but no data recorded- see notes for that day, swapped out for 20176032",,same location as 2018 except on tree,cabled to tree,,,,,,,,,
SJ_Mud_SL_Conf_J,20176032,,Teknologic,3/6/2019,3/13/2019 13:54,5/20/2019 10:15,5/20/2019 10:15,,,,,ALIVE,,,4.27,,,deployed as replacement for 20176019; final retrieval- got all data,,,,,,,,,,,,
