GPS Names,SN,Filename,Rec Make,Rec Battery Start,Start Study,End Study,End Time (out of water),Temp Logger SN,Beacon ID,Beacon Burst Rate,Rec Battery End,Battery,BatteryID,Bat life days,BatVoltStart,BatVoltEnd,File Size (KB),Rec Deployment Notes,Detection Notes,Even more comments,Mooring Type,Last valid detection,Data Coverage,Coverage Problem,Recovered by,Deployed by,Rec Time clock set at,Real time (PC) stop at,Rec time stop at,difference between real time - rec time
SJ_SJG_1_J,20176039,,Teknologic ,2/11/2019,2/12/2019 11:06,3/26/2019 10:04,,,F6EA,60,,,,,4.18,,,initial deployment TT00CA@10:51;  functionality check- all good TT00C9@ 10:05,,site moved ~20 m upstream from 2018 location,cabled to tree,,,,,"MT, GS",,,,
SJ_SJG_1_J,20176039,,Teknologic ,2/11/2019,3/26/2019 10:17,5/31/2019 9:00,5/31/2019 9:00,,F6EA,60,,,,,,,,"redeployed; Mid-season DL- no data after 4/26, SEN file also stops at 4:26 so swapped out and replaced with Rec 20176019. When DL'ed in lab got all data- so nothing was wrong with receiver, something must have just got unplugged during DL in field",,,,,,,,,,,,
SJ_SJG_1_J,20176019,,Teknologic ,5/15/2019,5/31/2019 9:35,6/26/2019 8:50,6/26/2019 8:50,,F6EA,60,,ALIVE,,,,3.8,,redeployed; final retrieval TT00CA@ 8:53,,,,,,,,,,,,
SJ_SJG_2_J,20176004,,Teknologic ,2/11/2019,2/12/2019 10:44,3/26/2019 9:49,,,,,,,,,4.19,,,initial deployment TT00CA @ 10:42; functionality check- all good TTooC9@9:50,,site moved ~20 m from 2018 location to avoid snag,cabled to tree,,,,,"MT, GS",,,,
SJ_SJG_2_J,20176004,,Teknologic ,2/11/2019,3/26/2019 10:01,5/31/2019 9:40,,,,,,,,,,,,redeployed; mid season DL- got all data TT00C9 @ 9:40 SYNCED CLOCK,,,,,,,,,,,,
SJ_SJG_2_J,20176004,,Teknologic ,2/11/2019,5/31/2019 9:54,6/15/2019 10:59,6/26/2019 8:42,,,,,DEAD,,,,2.9,,redeployed; final retrieval ,,,,,,,,,,,,
SJ_SJG_3_J,20176023,,Teknologic ,2/11/2019,2/12/2019 9:57,2/12/2019 9:54,3/26/2019 10:20,,,,,,,,4.21,,,initial deployment TT00CA @ 9:55; functionality check- REC BAD: was not flashing. Switched out and replaced with rec 2015-6017,,same location as 2018,cabled to tree,,,,,"MT, GS",,,,
SJ_SJG_3_J,20156017,,Teknologic ,3/17/2019,3/26/2019 10:38,5/31/2019 10:00,,,,,,,,,,,,redeployed with new rec; mid-season DL got all data TT00C9@ 10:01 SYNCED CLOCK,,,,,,,,,,,,
SJ_SJG_3_J,20156017,,Teknologic ,3/17/2019,5/31/2019 10:19,6/26/2019 8:30,6/26/2019 8:30,,,,,ALIVE,,,,3.4,,redeployed; final retieval TT00CA@ 8:31,,,,,,,,,,,,
SJ_SJG_4_J,20176035,,Teknologic ,2/11/2019,2/12/2019 10:14,6/18/2019 0:20,6/26/2019 8:10,,,,,DEAD,,,4.2,,,"initial deployment TT00CA @ 10:00; 3/26/19: looked for site to DL but could not find rec; 5/31/19 tried to DL rec again but could not find it even with correct GPS point; final retrieval: found rec with mikes help, cable was hidden by vegetation",,same location as 2018,cabled to tree,,,,,"MT, GS",,,,
HOR_AM1,20186002,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF02,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_AM2,20186006,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF06,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_AM3,20186003,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF03,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_AM4,20186008,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF08,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_AM5,20186001,,Teknologic ,NA,2/23/2019 13:00,,5/13/2019 17:00,,FF01,,,ALIVE ,,,,,,"Mike's receivers at the HOR junction, this one was lost",,,,,,,,,,,,
HOR_AM6,20186005,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF05,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_AM7,20186007,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF07,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_AM8,20186009,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF09,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_AM9,20186004,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF04,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_SM1,20187023,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF23,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_SM2,20187013,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF13,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_SM3,20187026,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF26,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_SM4,20187020,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF20,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_SM7,20187017,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF17,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
HOR_SM8,20187028,,Teknologic ,NA,2/23/2019 13:00,5/13/2019 17:00,5/13/2019 17:00,,FF28,,,ALIVE ,,,,,,Mike's receivers at the HOR junction,,,,,,,,,,,,
Benicia01,Benicia01,Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_01 17128_20181212,ATS SR3017,12/12/2018,12/12/2018 12:00,3/13/2019 12:14,3/13/2019 12:14,,64042,62.01,,,,,5.43,5.43,,real time. Physical download of SD card. All hourly files for this time are Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_01 17128_20190313,,,,,,,,,,,,
Benicia01,Benicia01,Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_01 17128_20190801,ATS SR3017,3/13/2019,3/13/2019 12:22,8/1/2019 13:57,8/1/2019 13:57,,64042,62.01,,,,,5.43,5.43,,real time. Physical download of SD card. All hourly files for this time are Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_01 17128_20190801,,,,,,,,,,,,
Benicia02,Benicia02,BeniciaRT_02 18008_20181213,ATS SR3017,12/13/2018,12/13/2018 11:41,3/13/2019 11:01,3/13/2019 11:01,,64162,60.14,,,,,5.45,,,n Physical download of SD Card. Hourly files in folder Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_02 18008_20190313,,,,,,,,,,,,
Benicia02,Benicia02,BeniciaRT_02 18008_20190801,ATS SR3017,3/13/2019,3/13/2019 12:05,8/1/2019 13:45,8/1/2019 13:45,,64162,60.14,,,,,5.45,,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_02 18008_20190801",,,,,,,,,,,,
Benicia03,Benicia03,,ATS SR3017,12/12/2018,12/12/2018 11:21,3/13/2019 11:26,3/13/2019 11:26,,63834,62.28,,,,,5.47,,,Direct download from SD card hourly files in folder Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_03 17145_20190313. AA repaired about 12 files with bogus dates.,,,,,,,,,,,,
Benicia03,Benicia03,,ATS SR3017,3/13/2019,3/13/2019 11:38,8/1/2019 13:32,8/1/2019 13:32,,63834,60,,,,,5.47,,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit. Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_03 17145_20190801",,,,,,,,,,,,
Benicia04,Benicia04,,ATS SR3017,12/12/2018,12/12/2018 10:59,3/13/2019 10:34,3/13/2019 10:34,,64202,60.28,,,,,5.37,,,real time. Direct SD card download hourly files in folder Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_04 17147_20190313. Several files with bogus dates not yet repaired.,,,,,,,,,,,,
Benicia04,Benicia04,,ATS SR3017,3/13/2019,3/13/2019 11:13,8/1/2019 13:04,8/1/2019 13:04,,64202,60.28,,,,,5.37,,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit  Direct SD card download hourly files in folderZ:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_04 17147_20190801",,,,,,,,,,,,
Benicia05,Benicia05,,ATS SR3017,12/12/2018,12/12/2018 10:32,3/13/2019 9:59,3/13/2019 9:59,,64148,63.32,,,,,,,,real time. Direct SD card download. Hourly files here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_05 17133_20190313,,,,,,,,,,,,
Benicia05,Benicia05,,ATS SR3017,3/13/2019,3/13/2019 10:13,8/1/2019 12:41,8/1/2019 12:41,,64148,63.32,,,,,,,,real time. Direct SD card download. Hourly files here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_05 17133_20190801,,,,,,,,,,,,
Benicia06,Benicia06,,ATS SR3017,12/11/2018,12/11/2018 14:54,2/24/2019 17:23,2/24/2019 17:23,,64212,66.62,,,,,5.37,,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_06 17148_20190224,,,,,,,,,,,,
Benicia06,Benicia06,,ATS SR3017,3/12/2019,3/12/2019 9:57,8/1/2019 12:10,8/1/2019 12:10,,64212,66.62,,,,,5.37,,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_06 17148_20190801",,,,,,,,,,,,
Benicia07,Benicia07,,ATS SR3017,12/11/2018,12/11/2018 14:38,3/12/2019 10:44,3/12/2019 10:44,,64214,59.96,,,,,5.39,,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_07 17143_20190312,,,,,,,,,,,,
Benicia07,Benicia07,,ATS SR3017,3/12/2019,3/12/2019 10:52,8/1/2019 11:43,8/1/2019 11:43,,64214,59.96,,,,,5.39,,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_07 17143_20190801",,,,,,,,,,,,
Benicia08,Benicia08,BeniciaRT_08 17146_20190801,ATS SR3017,3/12/2019,3/12/2019 11:20,8/1/2019 11:14,8/1/2019 11:14,,64346,58.89,,,,,5.37,,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_08 17146_20190801",,,,,,,,,,,,
Benicia09,Benicia09,,ATS SR3017,12/11/2018,12/11/2018 11:11,3/13/2019 12:35,3/13/2019 12:35,,64082,62.85,,,,,5.37,,,real time.  Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_09 18001_20190313,,,,,,,,,,,,
Benicia09,Benicia09,,ATS SR3017,3/13/2019,3/13/2019 12:43,8/2/2019 11:44,8/2/2019 11:44,,64082,62.85,,,,,5.37,,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_09 18001_20190802",,,,,,,,,,,,
Benicia10,Benicia10,,ATS SR3017,12/12/2018,12/12/2018 13:26,3/13/2019 13:24,3/13/2019 13:24,,63914,62.21,,,,,5.37,,,real time.  Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_10 17137_20190313,,,,,,,,,,,,
Benicia10,Benicia10,,ATS SR3017,3/13/2019,3/13/2019 14:04,8/2/2019 11:31,8/2/2019 11:31,,63914,62.21,,,,,5.37,,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_10 17137_20190802,,,,,,,,,,,,
Benicia11,Benicia11,,ATS SR3017,12/11/2018,12/11/2018 11:34,3/12/2019 13:02,3/12/2019 13:02,,64234,60,,,,,5.37,,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_11 17126_20190312,,,,,,,,,,,,
Benicia11,Benicia11,,ATS SR3017,7/4/2019,7/4/2019 23:00,8/2/2019 10:59,8/2/2019 10:59,,64234,60,,,,,5.37,,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_11 17126_20190802,,,,,,,,,,,,
Benicia12,Benicia12,,ATS SR3017,12/11/2018,12/11/2018 11:56,3/12/2019 12:35,3/12/2019 12:35,,64342,60.46,,,,,5.36,5.36,,real time deployed as auto. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_12 18006_20190312,,,,,,,,,,,,
Benicia12,Benicia12,,ATS SR3017,3/12/2019,3/12/2019 12:40,8/2/2019 11:05,8/2/2019 11:05,,64342,60.46,,,,,5.36,5.36,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_12 18006_20190802",,,,,,,,,,,,
Benicia13,Benicia13,,ATS SR3017,12/11/2018,12/11/2018 12:20,3/12/2019 11:52,3/12/2019 11:52,,64164,60,,,,,5.36,5.36,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_13 17127_20190312,,,,,,,,,,,,
Benicia13,Benicia13,,ATS SR3017,3/12/2019,3/12/2019 12:07,8/2/2019 9:51,8/2/2019 9:51,,64164,60,,,,,5.36,5.36,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_13 17127_20190802,,,,,,,,,,,,
Benicia14,Benicia14,,ATS SR3017,12/12/2018,12/12/2018 13:01,3/13/2019 7:59,3/13/2019 7:59,,64138,60,,,,,5.36,5.36,,real time. Data from cell transfer of files. Actual SD Card download not available. Hourly files found here: Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_14 17125_20190313,,,,,,,,,,,,
Benicia14,Benicia14,,ATS SR3017,3/13/2019,3/13/2019 9:33,8/2/2019 10:18,8/2/2019 10:18,,64138,60,,,,,5.36,5.36,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_14 17125_20190802,,,,,,,,,,,,
Benicia15,Benicia15,,ATS SR3017,12/11/2018,12/11/2018 13:24,3/13/2019 8:58,3/13/2019 8:58,,64106,64.29,,,,,5.36,5.36,,"Real Time. Swapped SD card, Updated firmware to V10.36. Additional SD Slamp, added to all hydrophone conduit.  Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_15 17141_20190313",,,,,,,,,,,,
Benicia15,Benicia15,,ATS SR3017,3/13/2019,3/13/2019 9:08,8/2/2019 10:39,8/2/2019 10:39,,64106,64.29,,,,,5.36,5.36,,Real Time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_15 17141_20190802,,,,,,,,,,,,
Benicia16,Benicia16,,ATS SR3017,12/11/2018,12/11/2018 13:53,3/13/2019 8:33,3/13/2019 8:33,,64210,63.37,,,,,5.36,5.36,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_16 17138_20190313,,,,,,,,,,,,
Benicia16,Benicia16,,ATS SR3017,3/13/2019,3/13/2019 8:43,8/2/2019 10:30,8/2/2019 10:30,,64210,63.37,,,,,5.36,5.36,,real time. Data from direct SD download. Hourly files found here Z:\JSATS\Receiver Downloads\RT Station SDcard DL\RT_BeniciaRT_16 17138_20190802,,,,,,,,,,,,
Chipps1.1,Chipps1.1,15019___181130_223821.csv,ATSV3.0,11/30/2018,12/3/2018 10:05,3/7/2019 9:45,3/7/2019 9:45,,64169,60,,,,100,4.0-4.0-4.0-4.0,3.6,,clock synced- tested with Lotek 00AA- checked card.  Deployed off USGS big boat off A-frame using 2:1 line lowered to bottom. Marked spot with handheld GPS from stern.,,,,,,,,,,,,
Chipps1.1,Chipps1.1,15025___190227_133627.csv,ATS V3.0,3/6/2019,3/7/2019 10:37,7/1/2019 9:58,7/1/2019 9:58,,64169,60,,,,120,"4.0, 4.0, 4.0, 4.0",3.66,,"updated from 2.8 to 2.82, clock synced, tested with Lotek 00AA, checked card, vacuum test.",,,,,,,,,,,,
Chipps1.2,Chipps1.2,13061___181130_193335.csv,ATSV3.1,11/30/2018,12/3/2018 10:11,3/7/2019 10:37,3/7/2019 10:37,,64174,60,,,,100,4.0-4.0-4.0-4.0,3.5,,clock synced- tested with Lotek 00AA- checked card.  Deployed off USGS big boat off A-frame using 2:1 line lowered to bottom. Marked spot with handheld GPS from stern.,,,,,,,,,,,,
Chipps1.2,Chipps1.2,13051___190228_100050.csv,ATS V3.1,3/6/2019,3/7/2019 11:26,7/1/2019 9:52,7/1/2019 9:52,,64174,60,,,,90,"4.0, 4.0, 4.0, 4.0",3.66,,"updated from 2.8 to 2.82, clock synced, tested with Lotek 00AA, checked card, vacuum test.",,,,,,,,,,,,
Chipps1.3,Chipps1.3,13045___181130_211249.csv,ATSV 3.1,11/30/2018,12/3/2018 10:20,3/7/2019 12:27,3/7/2019 12:27,,64149,60,,,,100,4.0-4.0-4.0-4.0,3.52,,clock synced- tested with Lotek 00AA- checked card,,,,,,,,,,,,
Chipps1.3,Chipps1.3,15007___190228_113449.csv,ATS V3.0,3/6/2019,3/7/2019 12:51,7/1/2019 10:10,7/1/2019 10:10,,64149,60,,,,120,"4.0, 4.0, 4.0, 4.0",3.66,,"updated from 2.8 to 2.82, clock synced, tested with Lotek 00AA, checked card, vacuum test.",,,,,,,,,,,,
Chipps1.4,Chipps1.4,15014___181130_215847.csv,ATSV3.0,11/30/2018,12/3/2018 10:24,3/7/2019 11:47,3/7/2019 11:47,,64182,60,,,,100,4.0-4.0-4.0-4.0,3.44,,clock synced- tested with Lotek 00AA- checked card.  Deployed off USGS big boat off A-frame using 2:1 line lowered to bottom. Marked spot with handheld GPS from stern.,,,,,,,,,,,,
Chipps1.4,Chipps1.4,13008___190228_120142.csv,ATS V3.1,3/6/2019,3/7/2019 12:17,7/1/2019 9:35,7/1/2019 9:35,,64182,60,,,,120,"4.0, 4.0, 4.0, 4.0",3.58,,"updated from 2.8 to 2.82, clock synced, tested with Lotek 00AA, checked card, vacuum test.",,,,,,,,,,,,
Chipps1.5,Chipps1.5,15016___181130_222003.csv,ATSV3.0,11/30/2018,12/3/2018 22:28,3/7/2019 13:03,3/7/2019 13:03,,64165,60,,,,100,4.0-4.0-4.0-4.0,3.49,,clock synced- tested with Lotek 00AA- checked card.  Deployed off USGS big boat off A-frame using 2:1 line lowered to bottom. Marked spot with handheld GPS from stern.,,,,,,,,,,,,
Chipps1.5,Chipps1.5,13036___190306_100708.csv,ATS V3.1,3/6/2019,3/7/2019 13:30,7/1/2019 8:35,7/1/2019 8:35,,64165,60,,,,120,"4.0, 4.0, 4.0, 4.0",3.67,,"clock synced, tested with lotek 00AA, checked card, updated firmate from 2.80 to 2.82, pressure test",,,,,,,,,,,,
